ID,Education,Experience,Position,Employment Status,Base Salary,Salary + Equity + Bonus,Currency Code,Base in USD,TTP in USD,Hourly Wage,What is your current hourly rate? ,What is the currency of your compensation? (Please use 3 letter format) ,Int't - COLI,US - COLI,Merged COLI,"Adjusted
Base USD",Adjusted TTP USD,Equity,Equity Value,USD salary - current,USD salart - last year,"What is your current annual salary in CAD before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in CAD before taxes this time last year? (Not including bonuses, stock options, or other benefits)","What is your current annual salary in EUR before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in EUR before taxes this time last year? (Not including bonuses, stock options, or other benefits)",What is your local currency?,"What is your current annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes? (Not including bonuses, stock options, or other benefits)","What was your annual salary in {{field:7d458495-8fa9-484b-b039-e029a209442d}} before taxes this time last year? (Not including bonuses, stock options, or other benefits)",Will you be receiving a bonus this year?,"If all things went well and you were to receive your full bonus for this year, approximately what would the value be in {{field:7d458495-8fa9-484b-b039-e029a209442d}}? (If you aren't sure feel free to skip)",Company Type,Company Type,Industry,Industry,Team Size,Residence - Country,City of Residence,State of Residence,Residence - Undefined,Residence - Lat,Residence - Long,latlng,Residence - Undef.,Residence - Metro,Residence - Country,Office - Same City,Office - Country,Office - Undefined,Office - Lat,Office - Long,Office - LatLng,Office - Metro,Office - Country Clean,Gender,Under-represented
654,Master's Degree,Between 1 and 3 years,Designer,Employed - Full time,80000,85000,CAD,"$62,400","$66,300",FALSE,,CAD,69.28,,69.28,"$90,069","$95,699",FALSE,,,,80000,67000,,,,,,TRUE,5000,Large Enterprise (201+),Large Enterprise (201+),HR tech,Administrative & Support Services,5 to 9,Canada,,,,45.539156,-73.59897,"45.539156,-73.59897",,Montréal,Canada,TRUE,,,,,,,,Man,FALSE
657,Bachelor's Degree,More than 10 years,Director of UX Research,Employed - Full time,65000,65000,GBP,"$88,400","$88,400",FALSE,,GBP,76.13,,76.13,"$116,117","$116,117",,,,,,,,,,65000,53200,FALSE,,Agency,Agency,Agency,Professional & Business Services,1,Scotland,,,,55.940947,-3.209646,"55.940947,-3.209646",,Edinburgh,United Kingdom,TRUE,,,,,,,,Woman,FALSE
659,Master's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,76400,76400,EUR,"$93,972","$93,972",FALSE,,EUR,84.89,,84.891625,"$110,696","$110,696",FALSE,,,,,,76400,75900,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,10 to 14,Netherlands,,,,52.362348,4.878173,"52.362348,4.878173",,Tenzing Domain,Netherlands,TRUE,,,,,,,,Woman,TRUE
664,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,45000,45000,EUR,"$55,350","$55,350",FALSE,,EUR,66.57,,66.57,"$83,146","$83,146",FALSE,,,,,,45000,42000,,,,TRUE,,Large Enterprise (201+),Large Enterprise (201+),Transportation,Transit,10 to 14,Spain,,,,40.413266,-3.701387,"40.413266,-3.701387",,Madrid,Spain,TRUE,,,,,,,,Man,FALSE
666,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,1100000,1100000,INR,"$15,400","$15,400",FALSE,,INR,27.44,,27.4365,"$56,130","$56,130",FALSE,,,,,,,,,1100000,250000,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Travel,Leisure & Hospitality,2 to 4,India,,,,12.974859,77.572438,"12.974859,77.572438",,Balepette,India,TRUE,,,,,,,,Woman,TRUE
669,College Diploma / Certificate,Between 6 and 10 years,Designer,Employed - Full time,78000,78000,CAD,"$60,840","$60,840",FALSE,,CAD,69.28,,69.28,"$87,818","$87,818",FALSE,,,,78000,77000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Digital Health,Healthcare & Wellness,2 to 4,Canada,,,,45.539156,-73.59897,"45.539156,-73.59897",,Montréal,Canada,TRUE,,,,,,,,Man,FALSE
671,Bachelor's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,214500,214500,BRL,"$40,755","$40,755",TRUE,103,BRL,35.25,,35.251125,"$115,613","$115,613",FALSE,,,,,,,,,214500,115700,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,15+,Brazil,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,TRUE,,,,,,,,Man,TRUE
674,Master's Degree,More than 10 years,Director of UX Research,Employed - Full time,79600,79600,EUR,"$97,908","$97,908",FALSE,,EUR,66.57,,66.57,"$147,075","$147,075",TRUE,124000,,,,,79600,76000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,spain,,,,40.413266,-3.701387,"40.413266,-3.701387",,Madrid,Spain,TRUE,,,,,,,,Man,FALSE
677,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,52668,52668,SGD,"$40,028","$40,028",FALSE,,SGD,92.29,,92.285375,"$43,374","$43,374",FALSE,,,,,,,,,52668,47880,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Consulting,Professional & Business Services,2 to 4,Singapore,,,,1.342691,103.83787,"1.342691,103.83787",,Bright Hill Crescent,Singapore,TRUE,,,,,,,,Man,TRUE
678,"Doctorate (e.g., PhD, EdD)",Between 6 and 10 years,UX Researcher,Employed - Full time,115000,126000,CAD,"$89,700","$98,280",FALSE,,CAD,75.28,,75.27975,"$119,156","$130,553",TRUE,0,,,115000,110000,,,,,,TRUE,11000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,1,Canada,,,,56.1304,-106.3468,"56.1304,-106.3468",TRUE,Northern / Nord,Canada,TRUE,,,,,,,,,FALSE
681,Master's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,40000,40000,USD,"$40,000","$40,000",FALSE,,USD,42.82,,42.8155,"$93,424","$93,424",FALSE,,40000,30000,,,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,2 to 4,Perú,,,,-12.051261,-77.051985,"-12.051261,-77.051985",,Coronel,Peru,TRUE,,,,,,,,Man,TRUE
683,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,50000,50000,GBP,"$68,000","$68,000",FALSE,,GBP,74.70,,74.699625,"$91,031","$91,031",FALSE,,,,,,,,,50000,50000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,FALSE
684,Master's Degree,Between 3 and 6 years,Design Researcher,Employed - Full time,56250,62500,EUR,"$69,188","$76,875",FALSE,,EUR,82.71,,82.707625,"$83,653","$92,948",TRUE,0,,,,,56250,43750,,,,TRUE,6250,Agency,Agency,Consulting,Professional & Business Services,2 to 4,Finland,,,,60.220073,24.972918,"60.220073,24.972918",,Veräjämäki,Finland,TRUE,,,,,,,,Woman,FALSE
686,Master's Degree,Between 6 and 10 years,UX Research Manager,Employed - Full time,65000,65000,EUR,"$79,950","$79,950",FALSE,,EUR,55.56,,55.56,"$143,898","$143,898",FALSE,,,,,,65000,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,Portugal,,,,38.733758,-9.14862,"38.733758,-9.14862",,Lisbon,Portugal,TRUE,,,,,,,,Woman,FALSE
687,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,24000,24000,EUR,"$29,520","$29,520",FALSE,,EUR,78.43,,78.430625,"$37,638","$37,638",FALSE,,,,,,24000,15000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Marketplace,Retail,2 to 4,Italia,,,,45.4642,9.19,"45.4642,9.19",,Milano,Italy,TRUE,,,,,,,,Woman,TRUE
691,"Doctorate (e.g., PhD, EdD)",More than 10 years,Senior UX Researcher,Self-Employed / Freelancer,35000,35000,EUR,"$43,050","$43,050",FALSE,,EUR,62.87,,62.869625,"$68,475","$68,475",FALSE,,,,,,35000,45,,,,FALSE,,Independent Consultant/Freelancer,Independent / Freelancer,Social Innovation,Administrative & Support Services,1,Spain,,,,36.7212,-4.4217,"36.7212,-4.4217",,Málaga,Spain,TRUE,,,,,,,,Man,FALSE
695,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,45000,45000,GBP,"$61,200","$61,200",FALSE,,GBP,74.70,,74.699625,"$81,928","$81,928",,,,,,,,,,45000,40000,TRUE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Gaming,Leisure & Hospitality,2 to 4,UK,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,FALSE
696,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,100000,100000,CAD,"$78,000","$78,000",FALSE,,CAD,76.08,,76.08,"$102,524","$102,524",TRUE,33000,,,100000,93000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
706,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,143000,146000,BRL,"$27,170","$27,740",FALSE,,BRL,35.25,,35.251125,"$77,076","$78,693",FALSE,,,,,,,,,143000,133000,TRUE,3000,Large Enterprise (201+),Large Enterprise (201+),Digital Health,Healthcare & Wellness,2 to 4,Brazil,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,TRUE,,,,,,,,Man,FALSE
707,"Doctorate (e.g., PhD, EdD)",Between 6 and 10 years,Senior UX Researcher,Employed - Full time,71500,71500,GBP,"$97,240","$97,240",FALSE,,GBP,74.70,,74.699625,"$130,175","$130,175",TRUE,,,,,,,,,71500,70000,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Consumer Goods,Retail,2 to 4,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,TRUE
709,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,106000,106000,BRL,"$20,140","$20,140",FALSE,,BRL,35.25,,35.251125,"$57,133","$57,133",FALSE,,,,,,,,,106000,101400,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,15+,Brazil,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,TRUE,,,,,,,,Nonbinary,FALSE
710,College Diploma / Certificate,Between 1 and 3 years,UX Research Lead,Employed - Full time,71000,71000,CAD,"$55,380","$55,380",FALSE,,CAD,66.99,,66.99,"$82,669","$82,669",,,,,71000,55000,,,,,,TRUE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,Canada,,,,42.971949,-81.243338,"42.971949,-81.243338",,London,Canada,TRUE,,,,,,,,Woman,TRUE
712,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,31000,31000,EUR,"$38,130","$38,130",FALSE,,EUR,66.57,,66.57,"$57,278","$57,278",FALSE,,,,,,31000,29000,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,2 to 4,Spain,,,,40.413266,-3.701387,"40.413266,-3.701387",,Madrid,Spain,TRUE,,,,,,,,Woman,FALSE
719,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,68000,68000,EUR,"$83,640","$83,640",FALSE,,EUR,44.89,,44.88575,"$186,340","$186,340",FALSE,,,,,,68000,63000,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),,Unknown,5 to 9,EU,,,,54.526,15.2551,"54.526,15.2551",,Dźwirzyno,Poland,TRUE,,,,,,,,Woman,FALSE
720,Master's Degree,Between 1 and 3 years,Senior UX Researcher,Employed - Full time,6000,21000,BRL,"$1,140","$3,990",FALSE,,BRL ,35.25,,35.251125,"$3,234","$11,319",,,,,,,,,,6000,4000,TRUE,15000,Large Enterprise (201+),Large Enterprise (201+),Goodies,Retail,1,Brasil,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,TRUE,,,,,,,,Woman,TRUE
724,"Doctorate (e.g., PhD, EdD)",Less than 1 year,UX Researcher,Employed - Full time,55000,55000,EUR,"$67,650","$67,650",FALSE,,EUR,75.46,,75.46175,"$89,648","$89,648",TRUE,30000,,,,,55000,30000,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Software,Software,1,Germany,,,,48.132664,11.581576,"48.132664,11.581576",,Ludwigsvorstadt-Isarvorstadt,Germany,TRUE,,,,,,,,Woman,TRUE
726,Postgraduate,More than 10 years,Director of UX Research,Employed - Full time,100000,100000,CAD,"$78,000","$78,000",FALSE,,CAD,76.08,,76.08,"$102,524","$102,524",FALSE,,,,100000,95000,,,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Software,Software,2 to 4,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,FALSE
727,Master's Degree,Less than 1 year,Corporate Innovation using UX methodologies,Employed - Intern / Co-Op,80000,80000,CAD,"$62,400","$62,400",TRUE,39,CAD,76.08,,76.08,"$82,019","$82,019",FALSE,,,,80000,0,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Corporate Innovation,Professional & Business Services,5 to 9,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
728,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,67000,67000,EUR,"$82,410","$82,410",FALSE,,EUR,84.89,,84.891625,"$97,077","$97,077",FALSE,,,,,,67000,60000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Food,Retail,5 to 9,Netherlands,,,,52.362348,4.878173,"52.362348,4.878173",,Tenzing Domain,Netherlands,TRUE,,,,,,,,Man,FALSE
733,Bachelor's Degree,More than 10 years,Senior UX Researcher,Employed - Full time,65000,140000,EUR,"$79,950","$172,200",FALSE,,EUR,66.57,,66.57,"$120,099","$258,675",TRUE,,,,,,65000,65000,,,,TRUE,75000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,spain,,,,40.413266,-3.701387,"40.413266,-3.701387",,Madrid,Spain,TRUE,,,,,,,,Man,FALSE
736,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,156000,156000,BRL,"$29,640","$29,640",FALSE,,brl,35.25,,35.251125,"$84,082","$84,082",,,,,,,,,,156000,126000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,brazil,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,TRUE,,,,,,,,Woman,TRUE
738,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Student - currently enrolled,85000,85000,CAD,"$66,300","$66,300",FALSE,,CAD,75.28,,75.27975,"$88,071","$88,071",,,,,85000,80000,,,,,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,2 to 4,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,TRUE,,,,,,,,Woman,TRUE
743,Bachelor's Degree,Between 6 and 10 years,UX Research Manager,Employed - Full time,97850,97850,CAD,"$76,323","$76,323",FALSE,,CAD,76.08,,76.08,"$100,319","$100,319",FALSE,,,,97850,97850,,,,,,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,2 to 4,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
744,Master's Degree,Between 6 and 10 years,UX Research Manager,Employed - Full time,80000,80000,EUR,"$98,400","$98,400",FALSE,,EUR,62.87,,62.869625,"$156,514","$156,514",TRUE,100000,,,,,80000,72000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,10 to 14,Spain,,,,41.409447,2.156627,"41.409447,2.156627",,Gràcia,Spain,TRUE,,,,,,,,Man,FALSE
745,"Doctorate (e.g., PhD, EdD)",Between 3 and 6 years,Senior UX Researcher,Employed - Full time,46250,46250,GBP,"$62,900","$62,900",FALSE,,GBP,74.70,,74.699625,"$84,204","$84,204",FALSE,,,,,,,,,46250,45000,FALSE,,Agency,Agency,,Unknown,5 to 9,UK,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,TRUE
749,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,650000,650000,NOK,"$78,000","$78,000",FALSE,,Nok,107.58,,107.58,"$72,504","$72,504",FALSE,,,,,,,,,650000,596000,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Consumer Electronics,Retail,2 to 4,Norway,,,,59.9139,10.7522,"59.9139,10.7522",,Oslo,Norway,TRUE,,,,,,,,Woman,TRUE
750,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,120000,120000,CAD,"$93,600","$93,600",FALSE,,CAD,75.28,,75.27975,"$124,336","$124,336",TRUE,4500,,,120000,87500,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Social Media,"Arts, Entertainment, and Recreation",2 to 4,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,TRUE,,,,,,,,Woman,FALSE
751,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,45000,45000,EUR,"$55,350","$55,350",FALSE,,EUR,66.57,,66.57,"$83,146","$83,146",,,,,,,45000,36000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Technology,Telecommunications,10 to 14,Spain,,,,40.413266,-3.701387,"40.413266,-3.701387",,Madrid,Spain,TRUE,,,,,,,,Woman,FALSE
752,Master's Degree,Between 6 and 10 years,Senior UX and UI Designer,Employed - Full time,49000,49000,EUR,"$60,270","$60,270",FALSE,,EUR,86.84,,86.83675,"$69,406","$69,406",FALSE,,,,,,49000,46000,,,,FALSE,,Agency,Agency,Services,Healthcare & Wellness and Wellness,1,France,,,,48.860061,2.347948,"48.860061,2.347948",,Paris 04 Hôtel-de-Ville,France,TRUE,,,,,,,,Woman,TRUE
753,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,45000,45000,EUR,"$55,350","$55,350",FALSE,,EUR,66.57,,66.57,"$83,146","$83,146",,,,,,,45000,36000,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Technology,Telecommunications,10 to 14,Spain,,,,40.413266,-3.701387,"40.413266,-3.701387",,Madrid,Spain,TRUE,,,,,,,,Woman,FALSE
757,Master's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,127000,143000,CAD,"$99,060","$111,540",FALSE,,CAD,75.28,,75.27975,"$131,589","$148,167",FALSE,,,,127000,125000,,,,,,TRUE,16000,Large Enterprise (201+),Large Enterprise (201+),Consumer Electronics,Retail,5 to 9,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,TRUE,,,,,,,,Woman,TRUE
761,Bachelor's Degree,Between 3 and 6 years,Design Researcher,Employed - Full time,84000,94000,CAD,"$65,520","$73,320",FALSE,,CAD,76.08,,76.08,"$86,120","$96,372",FALSE,,,,84000,127000,,,,,,TRUE,10000,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,10 to 14,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,FALSE
762,Master's Degree,Between 3 and 6 years,Designer,Employed - Full time,97000,97000,CAD,"$75,660","$75,660",FALSE,,CAD,76.08,,76.08,"$99,448","$99,448",,,,,97000,88000,,,,,,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,5 to 9,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,FALSE
764,Master's Degree,Between 3 and 6 years,UX Research Lead,Employed - Full time,149000,149000,NZD,"$107,280","$107,280",FALSE,,NZD,81.71,,81.706625,"$131,299","$131,299",TRUE,14500,,,,,,,,149000,93000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,New Zealand,,,,-41.217488,174.885195,"-41.217488,174.885195",,Korokoro,New Zealand,TRUE,,,,,,,,Woman,FALSE
768,Bachelor's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,67500,67500,GBP,"$91,800","$91,800",FALSE,,GBP,74.70,,74.699625,"$122,892","$122,892",FALSE,,,,,,,,,67500,58000,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Software,Software,1,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Man,FALSE
769,"Doctorate (e.g., PhD, EdD)",Less than 1 year,UX Researcher,Employed - Full time,100000,110000,CAD,"$78,000","$85,800",FALSE,,CAD,75.28,,75.27975,"$103,614","$113,975",TRUE,30000,,,100000,24000,,,,,,TRUE,10000,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,15+,Canada,,,,49.25559,-123.099057,"49.25559,-123.099057",,Lower Mainland--Southwest / Lower Mainland--Sud-ouest,Canada,TRUE,,,,,,,,Prefer not to answer,TRUE
770,Bachelor's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,440000,440000,SEK,"$52,800","$52,800",FALSE,,SEK,89.13,,89.13,"$59,239","$59,239",,,,,,,,,,440000,0,FALSE,,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),Finance,Finance & Insurance,5 to 9,Sweden,,,,59.330579,18.059029,"59.330579,18.059029",,Stockholm,Sweden,TRUE,,,,,,,,Man,TRUE
781,Master's Degree,Between 3 and 6 years,UX Researcher,Employed - Full time,70000,70500,CAD,"$54,600","$54,990",FALSE,,CAD,76.3,,76.3,"$71,560","$72,071",FALSE,,,,70000,70000,,,,,,TRUE,500,Small / Medium-sized Business (greater than 50 but less than 200),Medium-Sized Business (50-200),E-commerce,Retail,1,Canada,,,,44.645389,-63.62272,"44.645389,-63.62272",,Halifax,Canada,TRUE,,,,,,,,Man,TRUE
786,Master's Degree,Between 6 and 10 years,Senior UX Researcher,Employed - Full time,19000,19000,EUR,"$23,370","$23,370",FALSE,,EUR,55.56,,55.56,"$42,063","$42,063",FALSE,,,,,,19000,19000,,,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Consulting,Professional & Business Services,5 to 9,Portugal,,,,38.733758,-9.14862,"38.733758,-9.14862",,Lisbon,Portugal,TRUE,,,,,,,,Woman,FALSE
787,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,35000,35000,GBP,"$47,600","$47,600",FALSE,,GBP,74.70,,74.699625,"$63,722","$63,722",FALSE,,,,,,,,,35000,23000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Gaming,Leisure & Hospitality,15+,United Kingdom,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Man,FALSE
788,Master's Degree,Between 3 and 6 years,Senior UX Researcher,Employed - Full time,144000,144000,BRL,"$27,360","$27,360",FALSE,,BRL,35.25,,35.251125,"$77,615","$77,615",FALSE,,,,,,,,,144000,96000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Finance,Finance & Insurance,5 to 9,BRAZIL,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,TRUE,,,,,,,,Woman,TRUE
789,High School Diploma or GED,Between 1 and 3 years,UX Researcher,Employed - Full time,3500,3500,BRL,$665,$665,FALSE,,REAL,35.25,,35.251125,"$1,886","$1,886",FALSE,,,,,,,,,3500,,FALSE,,Early Stage Startup (<50 people),Small Business (<50),Finance,Finance & Insurance,2 to 4,Brazil,,,,-23.201248,-45.856608,"-23.201248,-45.856608",,São José dos Campos,Brazil,TRUE,,,,,,,,Woman,TRUE
792,Master's Degree,Between 1 and 3 years,UX Researcher,Employed - Full time,38000,41800,EUR,"$46,740","$51,414",FALSE,,EUR,77.27,,77.27,"$60,489","$66,538",,,,,,,38000,28000,,,,TRUE,3800,Large Enterprise (201+),Large Enterprise (201+),Software,Software,2 to 4,France,,,,47.236291,-1.543864,"47.236291,-1.543864",,Nantes,France,TRUE,,,,,,,,Woman,TRUE
793,Bachelor's Degree,Less than 1 year,Junior/Associate UX Researcher,Employed - Full time,36000,36000,BRL,"$6,840","$6,840",FALSE,,Brazilian Reals,35.25,,35.251125,"$19,404","$19,404",,,,,,,,,,36000,,FALSE,,Agency,Agency,Consulting,Professional & Business Services,5 to 9,Brazil,,,,-23.531708,-46.619635,"-23.531708,-46.619635",,São Paulo,Brazil,TRUE,,,,,,,,Man,TRUE
797,Postgraduate,Between 3 and 6 years,Designer,Employed - Full time,87000,120000,CAD,"$67,860","$93,600",FALSE,,CAD,76.08,,76.08,"$89,196","$123,028",TRUE,100000,,,87000,90000,,,,,,TRUE,33000,Large Enterprise (201+),Large Enterprise (201+),Software,Software,15+,Canada,,,,43.714717,-79.384813,"43.714717,-79.384813",,Toronto,Canada,TRUE,,,,,,,,Woman,TRUE
798,Bachelor's Degree,More than 10 years,Senior UX Researcher,Employed - Contractor,110000,110000,BRL,"$20,900","$20,900",FALSE,,BRL,35.25,,35.251125,"$59,289","$59,289",FALSE,,,,,,,,,110000,132000,FALSE,,Large Enterprise (201+),Large Enterprise (201+),Media,Media,1,Brazil,,,,-22.892466,-43.370621,"-22.892466,-43.370621",,Vila Valqueire,Brazil,TRUE,,,,,,,,Man,FALSE
803,Bachelor's Degree,More than 10 years,UX Research Lead,Employed - Contractor,550,550,GBP,$748,$748,FALSE,,GBP,74.70,,74.699625,"$1,001","$1,001",FALSE,,,,,,,,,550,80,FALSE,,Government,Government,Public Services,Utilities & Public Services,15+,UK,,,,51.518155,-0.133016,"51.518155,-0.133016",,Russell Square,United Kingdom,TRUE,,,,,,,,Woman,TRUE
